alfac 1 
isso 31 
vagaranh 1 
serioo 1 
batat 2 
eheh 1 
ingress 1 
burgues 1 
odeeeeei 1 
ocup 3 
doent 528 
engord 12 
doenc 1 
enem 1 
maaaaa 1 
vms 1 
doend 2 
btsisperfect 2 
hardwell 1 
la 8 
crepioc 1 
lk 1 
shipp 2 
raba 1 
crlho 2 
2015 1 
2014 1 
2017 2 
bye 1 
estour 3 
tortur 1 
dad 1 
dae 1 
caminh 53 
gritan 1 
mostr 1 
ilha 5 
dar 16 
das 30 
fudid 1 
malhardorm 1 
azulll 1 
trag 1 
senhor 7 
vontad 29 
tram 1 
cacif 1 
convid 1 
trat 1 
contud 1 
brot 1 
doenteampsozinh 1 
gargant 2 
natiruts 1 
89 1 
our 1 
80 2 
lt3 2 
ouv 7 
84 2 
cesa 1 
vcc 4 
sentiment 1 
garr 1 
defend 1 
vcs 7 
menin 17 
franc 1 
8h 1 
heu 1 
vaqueir 1 
naaaaaaaaaaaaaaaaaaaaaaaaa 1 
baa 1 
supost 1 
pressent 1 
templ 1 
que 398 
oxe 1 
qui 1 
gtpel 1 
vao 1 
psicolog 1 
caiu 2 
cair 2 
g 1 
kkkkkk 6 
kkkkki 1 
anitt 1 
thumbmak 1 
frent 6 
aos 1 
ansiosapo 1 
gordinh 3 
engenha 1 
8da 1 
jesus 2 
sof 3 
pranch 1 
facil 3 
pott 1 
hilary 1 
pront 2 
stephan 1 
pancad 1 
termin 3 
final 26 
palhac 1 
shorts 1 
quando 50 
julh 9 
concienc 3 
bel 1 
bem 62 
beb 16 
ombros 3 
desacredit 1 
bet 2 
are 1 
sextinh 2 
clip 1 
julian 1 
muit 10 
abaix 1 
idad 6 
clim 1 
mij 1 
mim 65 
mil 2 
min 7 
roup 6 
isto 7 
mix 1 
so 53 
divert 1 
mir 1 
espanc 2 
teria 1 
aparec 2 
vist 1 
precent 1 
kk 11 
sff 1 
altos 1 
2330 1 
astro 1 
esquec 13 
deit 5 
atropel 1 
falec 2 
telefon 1 
aaaaaaaaaaaa 1 
surpreend 1 
indo 18 
0700 1 
babac 1 
parquin 1 
impression 1 
encontr 4 
12h 1 
text 1 
brendh 1 
pacaembu 1 
brind 1 
horari 1 
pisc 1 
rasg 1 
noit 19 
nois 2 
jay 1 
ngm 5 
protegel 1 
noiz 1 
heinnn 1 
jaj 2 
jah 1 
bue 3 
local 1 
vigor 2 
teremos 1 
naaaaaaaaaaaa 1 
espinh 1 
120 1 
tbm 6 
segundafeir 1 
relacion 1 
aceit 3 
dps 10 
surpresapreocup 1 
tipinh 1 
h 1 
grat 1 
grau 1 
desabaf 2 
gram 1 
niss 1 
vier 1 
grac 4 
qm 1 
24hrs 1 
aquelas 2 
vdde 1 
bts 4 
elast 1 
dinheir 10 
lut 1 
entrand 2 
tend 4 
favor 4 
luc 3 
besteir 3 
lug 9 
tens 4 
lum 1 
lun 1 
tent 13 
amem 1 
magr 2 
pumped 1 
balaremix 1 
le 1 
jog 16 
exat 3 
vtd 1 
torc 1 
eeeeeeu 1 
etc 1 
admit 1 
induz 1 
admir 1 
passinh 2 
dobr 1 
barrac 1 
galinh 3 
ci 1 
kkkkkkfalh 1 
taquaral 1 
cm 8 
cc 1 
ca 1 
almir 1 
durm 4 
cd 1 
lambaeorobicarebol 1 
vend 7 
cs 3 
cr 1 
li 1 
cu 10 
poem 1 
quis 6 
entend 6 
apetec 1 
sobrancelh 1 
quent 1 
730 1 
literal 1 
yan 1 
conhec 3 
ah 8 
estava 9 
quil 2 
atest 1 
meus 16 
cor 1 
ador 3 
biscoit 1 
present 1 
felic 2 
envelhec 1 
as 40 
gordic 8 
tantoam 1 
will 1 
defin 1 
suport 2 
ombro 1 
escol 2 
vc 25 
ve 3 
vi 9 
refr 1 
michuruc 1 
vo 12 
grazadeus 1 
motiv 6 
neuros 3 
thug 1 
pernalt 1 
conselh 2 
mesmo 42 
estrag 2 
macumb 1 
pprt 2 
bald 1 
maior 8 
peit 1 
pelos 2 
kkkkkkkkkkkkkkkkkkk 1 
comparec 1 
retard 2 
i 1 
discut 1 
yog 4 
supin 2 
acompanh 1 
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk 2 
suzan 1 
remdi 1 
tribul 1 
onde 4 
polichinel 1 
cacet 2 
ingles 1 
tcc 1 
empenh 1 
taporrwaa 1 
otar 1 
indiret 1 
interess 1 
vidr 3 
adm 1 
smart 1 
simul 1 
dest 1 
pacot 2 
cafezinh 1 
dess 20 
kkkk 12 
cruz 1 
realiz 1 
desd 2 
esfaqu 3 
morcel 1 
desc 3 
resenh 1 
lost 1 
pagu 2 
cagac 1 
pagod 2 
sofr 4 
soft 1 
vergonh 2 
tm 1 
alivi 6 
incent 1 
revert 1 
caminhadaf 1 
semaninh 1 
academiaestud 1 
vsf 5 
paradis 1 
giih 1 
banheir 3 
kasjshshhsb 1 
moiadoo 1 
assust 1 
estil 1 
hahahaahah 1 
tmj 1 
nutricion 2 
birutic 1 
stressm 1 
realment 4 
urgentee 1 
cuscuz 1 
simples 2 
cheiros 1 
justic 1 
lembr 5 
espiritual 1 
taffarel 1 
krl 1 
ifbb 2 
certinh 3 
own 1 
dud 1 
saudad 17 
raquel 1 
playoff 1 
lolzin 1 
merc 1 
merd 16 
elvas 1 
vai 73 
van 2 
rejeit 1 
val 6 
vam 18 
ciclism 1 
vag 1 
vad 1 
vaz 4 
adolescenc 1 
faculdad 2 
derram 1 
hr 9 
bus 1 
escrot 3 
fundu 1 
hj 58 
enroladinh 1 
pelamor 1 
ha 1 
uhuuuuulllll 1 
shaolin 1 
emagrec 6 
princes 1 
temp 17 
dms 4 
limit 1 
soninh 1 
invest 2 
nhaaa 1 
problem 3 
milkshak 1 
doming 2 
autist 2 
pia 1 
anjo 1 
surpres 1 
pip 1 
pir 1 
pis 2 
esquizofren 1 
1k4 1 
banan 1 
aplic 2 
48 1 
chocolat 6 
arri 2 
surreal 1 
seus 4 
cintinu 1 
tadinh 2 
magrez 1 
junh 3 
timberwolv 1 
spiceup 1 
naaaaaaa 1 
giul 1 
1kg 1 
lanch 2 
10minut 1 
kkkkkkkkkkkkkkkkkkkkk 1 
stan 1 
junt 8 
cps 1 
queij 2 
queim 1 
pilat 1 
fitdanc 1 
fitns 1 
4h 3 
invari 2 
podr 1 
sincer 1 
